Mod:Item:MetaData, Localized Name
thaumcraft:seal:17, Control Seal: Advanced Block Breaker
thaumcraft:seal:18, Control Seal: Secure
thaumcraft:seal:19, Advanced Control Seal: Secure
botania:lexicon, item.lexicon.name
botania:petal:0, Mystical White Petal
botania:petal:1, Mystical Orange Petal
botania:petal:2, Mystical Magenta Petal
botania:petal:3, Mystical Light Blue Petal
botania:petal:4, Mystical Yellow Petal
botania:petal:5, Mystical Lime Petal
botania:petal:6, Mystical Pink Petal
botania:petal:7, Mystical Gray Petal
botania:petal:8, Mystical Light Gray Petal
botania:petal:9, Mystical Cyan Petal
botania:petal:10, Mystical Purple Petal
botania:petal:11, Mystical Blue Petal
botania:petal:12, Mystical Brown Petal
botania:petal:13, Mystical Green Petal
botania:petal:14, Mystical Red Petal
botania:petal:15, Mystical Black Petal
botania:dye:0, Floral White Powder
botania:dye:1, Floral Orange Powder
botania:dye:2, Floral Magenta Powder
botania:dye:3, Floral Light Blue Powder
botania:dye:4, Floral Yellow Powder
botania:dye:5, Floral Lime Powder
botania:dye:6, Floral Pink Powder
botania:dye:7, Floral Gray Powder
botania:dye:8, Floral Light Gray Powder
botania:dye:9, Floral Cyan Powder
botania:dye:10, Floral Purple Powder
botania:dye:11, Floral Blue Powder
botania:dye:12, Floral Brown Powder
botania:dye:13, Floral Green Powder
botania:dye:14, Floral Red Powder
botania:dye:15, Floral Black Powder
botania:pestleandmortar, item.pestleAndMortar.name
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:manaresource:0, Manasteel Ingot
botania:manaresource:1, Mana Pearl
botania:manaresource:2, Mana Diamond
botania:manaresource:3, Livingwood Twig
botania:manaresource:4, Terrasteel Ingot
botania:manaresource:5, Gaia Spirit
botania:manaresource:6, Redstone Root
botania:manaresource:7, Elementium Ingot
botania:manaresource:8, Pixie Dust
botania:manaresource:9, Dragonstone
botania:manaresource:11, Crafting Placeholder
botania:manaresource:12, Red String
botania:manaresource:13, Dreamwood Twig
botania:manaresource:14, Gaia Spirit Ingot
botania:manaresource:15, Ender Air Bottle
botania:manaresource:16, Mana Infused String
botania:manaresource:17, Manasteel Nugget
botania:manaresource:18, Terrasteel Nugget
botania:manaresource:19, Elementium Nugget
botania:manaresource:22, Manaweave Cloth
botania:manaresource:23, Mana Powder
botania:lens:0, Mana Lens
botania:lens:1, Mana Lens: Velocity
botania:lens:2, Mana Lens: Potency
botania:lens:3, Mana Lens: Resistance
botania:lens:4, Mana Lens: Efficiency
botania:lens:5, Mana Lens: Bounce
botania:lens:6, Mana Lens: Gravity
botania:lens:7, Mana Lens: Bore
botania:lens:8, Mana Lens: Damaging
botania:lens:9, Mana Lens: Phantom
botania:lens:10, Mana Lens: Magnetizing
botania:lens:11, Mana Lens: Entropic
botania:lens:12, Mana Lens: Influence
botania:lens:13, Mana Lens: Weight
botania:lens:14, Mana Lens: Paintslinger
botania:lens:15, Mana Lens: Kindle
botania:lens:16, Mana Lens: Force
botania:lens:17, Mana Lens: Flash
botania:lens:18, Mana Lens: Warp
botania:lens:19, Mana Lens: Redirective
botania:lens:20, Mana Lens: Celebratory
botania:lens:21, Mana Lens: Flare
botania:lens:22, Mana Lens: Messenger
botania:lens:23, Mana Lens: Tripwire
botania:rune:0, Rune of Water
botania:rune:1, Rune of Fire
botania:rune:2, Rune of Earth
botania:rune:3, Rune of Air
botania:rune:4, Rune of Spring
botania:rune:5, Rune of Summer
botania:rune:6, Rune of Autumn
botania:rune:7, Rune of Winter
botania:rune:8, Rune of Mana
botania:rune:9, Rune of Lust
botania:rune:10, Rune of Gluttony
botania:rune:11, Rune of Greed
botania:rune:12, Rune of Sloth
botania:rune:13, Rune of Wrath
botania:rune:14, Rune of Envy
botania:rune:15, Rune of Pride
botania:manatablet, item.manaTablet.name
botania:managun, item.manaGun.name
botania:manacookie, item.manaCookie.name
botania:fertilizer, item.fertilizer.name
botania:grassseeds:0, Pasture Seeds
botania:grassseeds:1, Boreal Seeds
botania:grassseeds:2, Infestation Spores
botania:grassseeds:3, Dry Pasture Seeds
botania:grassseeds:4, Golden Pasture Seeds
botania:grassseeds:5, Vivid Pasture Seeds
botania:grassseeds:6, Scorched Pasture Seeds
botania:grassseeds:7, Infused Pasture Seeds
botania:grassseeds:8, Mutated Pasture Seeds
botania:dirtrod, item.dirtRod.name
botania:terraformrod, item.terraformRod.name
botania:grasshorn:0, Horn of the Wild
botania:grasshorn:1, Horn of the Canopy
botania:grasshorn:2, Horn of the Covering
botania:manamirror, item.manaMirror.name
botania:manasteelhelm, item.manasteelHelm.name
botania:manasteelhelmreveal, item.manasteelHelmReveal.name
botania:manasteelchest, item.manasteelChest.name
botania:manasteellegs, item.manasteelLegs.name
botania:manasteelboots, item.manasteelBoots.name
botania:manasteelpick, item.manasteelPick.name
botania:manasteelshovel, item.manasteelShovel.name
botania:manasteelaxe, item.manasteelAxe.name
botania:manasteelsword, item.manasteelSword.name
botania:manasteelshears, item.manasteelShears.name
botania:terrasteelhelm, item.terrasteelHelm.name
botania:terrasteelhelmreveal, item.terrasteelHelmReveal.name
botania:terrasteelchest, item.terrasteelChest.name
botania:terrasteellegs, item.terrasteelLegs.name
botania:terrasteelboots, item.terrasteelBoots.name
botania:terrasword, item.terraSword.name
botania:tinyplanet, item.tinyPlanet.name
botania:manaring, item.manaRing.name
botania:auraring, item.auraRing.name
botania:manaringgreater, item.manaRingGreater.name
botania:auraringgreater, item.auraRingGreater.name
botania:travelbelt, item.travelBelt.name
botania:knockbackbelt, item.knockbackBelt.name
botania:icependant, item.icePendant.name
botania:lavapendant, item.lavaPendant.name
botania:magnetring, item.magnetRing.name
botania:waterring, item.waterRing.name
botania:miningring, item.miningRing.name
botania:terrapick, item.terraPick.name
botania:divacharm, item.divaCharm.name
botania:flighttiara:0, Flügel Tiara
botania:flighttiara:1, Flügel Tiara
botania:flighttiara:2, Flügel Tiara
botania:flighttiara:3, Flügel Tiara
botania:flighttiara:4, Flügel Tiara
botania:flighttiara:5, Flügel Tiara
botania:flighttiara:6, Flügel Tiara
botania:flighttiara:7, Flügel Tiara
botania:flighttiara:8, Flügel Tiara
botania:enderdagger, item.enderDagger.name
botania:quartz:0, Smokey Quartz
botania:quartz:1, Mana Quartz
botania:quartz:2, Blaze Quartz
botania:quartz:3, Lavender Quartz
botania:quartz:4, Redquartz
botania:quartz:5, Elven Quartz
botania:quartz:6, Sunny Quartz
botania:waterrod, item.waterRod.name
botania:elementiumhelm, item.elementiumHelm.name
botania:elementiumhelmreveal, item.elementiumHelmReveal.name
botania:elementiumchest, item.elementiumChest.name
botania:elementiumlegs, item.elementiumLegs.name
botania:elementiumboots, item.elementiumBoots.name
botania:elementiumpick, item.elementiumPick.name
botania:elementiumshovel, item.elementiumShovel.name
botania:elementiumaxe, item.elementiumAxe.name
botania:elementiumsword, item.elementiumSword.name
botania:elementiumshears, item.elementiumShears.name
botania:openbucket, item.openBucket.name
botania:spawnermover, item.spawnerMover.name
botania:pixiering, item.pixieRing.name
botania:supertravelbelt, item.superTravelBelt.name
botania:rainbowrod, item.rainbowRod.name
botania:tornadorod, item.tornadoRod.name
botania:firerod, item.fireRod.name
botania:vineball, item.vineBall.name
botania:slingshot, item.slingshot.name
botania:manabottle, item.manaBottle.name
botania:laputashard:0, Shard of Laputa
botania:laputashard:4, Shard of Laputa
botania:laputashard:9, Shard of Laputa
botania:laputashard:14, Shard of Laputa
botania:laputashard:19, Shard of Laputa
botania:virus:0, Necrodermal Virus
botania:virus:1, Nullodermal Virus
botania:reachring, item.reachRing.name
botania:skydirtrod, item.skyDirtRod.name
botania:itemfinder, item.itemFinder.name
botania:superlavapendant, item.superLavaPendant.name
botania:enderhand, item.enderHand.name
botania:glasspick, item.glassPick.name
botania:spark, item.spark.name
botania:sparkupgrade:0, Spark Augment: Dispersive
botania:sparkupgrade:1, Spark Augment: Dominant
botania:sparkupgrade:2, Spark Augment: Recessive
botania:sparkupgrade:3, Spark Augment: Isolated
botania:diviningrod, item.diviningRod.name
botania:gravityrod, item.gravityRod.name
botania:manainkwell, item.manaInkwell.name
botania:vial:0, Managlass Vial
botania:vial:1, Alfglass Flask
botania:brewvial, item.brewVial.name
botania:brewflask, item.brewFlask.name
botania:bloodpendant, item.bloodPendant.name
botania:missilerod, item.missileRod.name
botania:holycloak, item.holyCloak.name
botania:unholycloak, item.unholyCloak.name
botania:balancecloak, item.balanceCloak.name
botania:craftinghalo, item.craftingHalo.name
botania:blacklotus:0, Black Lotus
botania:blacklotus:1, Blacker Lotus
botania:monocle, item.monocle.name
botania:clip, item.clip.name
botania:cobblerod, item.cobbleRod.name
botania:smeltrod, item.smeltRod.name
botania:worldseed, item.worldSeed.name
botania:spellcloth, item.spellCloth.name
botania:thornchakram:0, Thorn Chakram
botania:thornchakram:1, Flare Chakram
botania:overgrowthseed, item.overgrowthSeed.name
botania:craftpattern:0, Crafting Pattern #1: 1x1
botania:craftpattern:1, Crafting Pattern #2: 2x2
botania:craftpattern:2, Crafting Pattern #3: 1x2
botania:craftpattern:3, Crafting Pattern #4: 2x1
botania:craftpattern:4, Crafting Pattern #5: 1x3
botania:craftpattern:5, Crafting Pattern #6: 3x1
botania:craftpattern:6, Crafting Pattern #7: 2x3
botania:craftpattern:7, Crafting Pattern #8: 3x2
botania:craftpattern:8, Crafting Pattern #9: Donut
botania:ancientwill:0, Will of Ahrim
botania:ancientwill:1, Will of Dharok
botania:ancientwill:2, Will of Guthan
botania:ancientwill:3, Will of Torag
botania:ancientwill:4, Will of Verac
botania:ancientwill:5, Will of Karil
botania:corporeaspark:0, Corporea Spark
botania:corporeaspark:1, Master Corporea Spark
botania:livingwoodbow, item.livingwoodBow.name
botania:crystalbow, item.crystalBow.name
botania:cosmetic:0, Black Bowtie
botania:cosmetic:1, Black Tie
botania:cosmetic:2, Red Glasses
botania:cosmetic:3, Puffy Scarf
botania:cosmetic:4, Engineer Goggles
botania:cosmetic:5, Eyepatch
botania:cosmetic:6, Wicked Eyepatch
botania:cosmetic:7, Red Ribbons
botania:cosmetic:8, Pink Flower Bud
botania:cosmetic:9, Polka-Dotted Bows
botania:cosmetic:10, Blue Butterfly
botania:cosmetic:11, Cat Ears
botania:cosmetic:12, Witch Pin
botania:cosmetic:13, Devil Tail
botania:cosmetic:14, Kamui Eye
botania:cosmetic:15, Googly Eyes
botania:cosmetic:16, Four-Leafed Clover
botania:cosmetic:17, Clock Eye
botania:cosmetic:18, Unicorn Horn
botania:cosmetic:19, Devil Horns
botania:cosmetic:20, Hyper Plus
botania:cosmetic:21, Botanist Emblem
botania:cosmetic:22, Ancient Mask
botania:cosmetic:23, Eerie Mask
botania:cosmetic:24, Alien Antenna
botania:cosmetic:25, Anaglyph Glasses
botania:cosmetic:26, Orange Shades
botania:cosmetic:27, Groucho Glasses
botania:cosmetic:28, Thick Eyebrows
botania:cosmetic:29, Lusitanic Shield
botania:cosmetic:30, Tiny Potato Mask
botania:cosmetic:31, Questgiver Mark
botania:cosmetic:32, Thinking Hand
botania:swapring, item.swapRing.name
botania:flowerbag, item.flowerBag.name
botania:phantomink, item.phantomInk.name
botania:poolminecart, item.poolMinecart.name
botania:pinkinator, item.pinkinator.name
botania:infinitefruit, item.infiniteFruit.name
botania:kingkey, item.kingKey.name
botania:flugeleye, item.flugelEye.name
botania:thorring, item.thorRing.name
botania:odinring, item.odinRing.name
botania:lokiring, item.lokiRing.name
botania:dice, item.dice.name
botania:keepivy, item.keepIvy.name
botania:blackholetalisman:0, Black Hole Talisman
botania:recordgaia1, item.recordGaia1.name
botania:recordgaia2, item.recordGaia2.name
botania:temperancestone:0, Stone of Temperance
botania:incensestick, item.incenseStick.name
botania:terraaxe, item.terraAxe.name
botania:waterbowl, item.waterBowl.name
botania:obediencestick, item.obedienceStick.name
botania:cacophonium, item.cacophonium.name
botania:slimebottle:0, Slime in a Bottle
botania:starsword, item.starSword.name
botania:exchangerod, item.exchangeRod.name
botania:magnetringgreater, item.magnetRingGreater.name
botania:thundersword, item.thunderSword.name
botania:manaweavehelm, item.manaweaveHelm.name
botania:manaweavechest, item.manaweaveChest.name
botania:manaweavelegs, item.manaweaveLegs.name
botania:manaweaveboots, item.manaweaveBoots.name
botania:autocraftinghalo, item.autocraftingHalo.name
botania:gaiahead, item.gaiaHead.name
botania:sextant, item.sextant.name
botania:speedupbelt, item.speedUpBelt.name
botania:baublebox, item.baubleBox.name
botania:dodgering, item.dodgeRing.name
botania:invisibilitycloak, item.invisibilityCloak.name
botania:cloudpendant, item.cloudPendant.name
botania:supercloudpendant, item.superCloudPendant.name
botania:thirdeye, item.thirdEye.name
botania:astrolabe, item.astrolabe.name
botania:goddesscharm, item.goddessCharm.name
botania:livingwood0stairs, tile.livingwood0Stairs.name
botania:livingwood0slab:0, Livingwood Slab
botania:livingwood0wall, tile.livingwood0Wall.name
botania:livingwood1stairs, tile.livingwood1Stairs.name
botania:livingwood1slab:0, Livingwood Plank Slab
botania:livingrock0stairs, tile.livingrock0Stairs.name
botania:livingrock0slab:0, Livingrock Slab
botania:livingrock0wall, tile.livingrock0Wall.name
botania:livingrock1stairs, tile.livingrock1Stairs.name
botania:livingrock1slab:0, Livingrock Brick Slab
botania:dreamwood0stairs, tile.dreamwood0Stairs.name
botania:dreamwood0slab:0, Dreamwood Slab
botania:dreamwood0wall, tile.dreamwood0Wall.name
botania:dreamwood1stairs, tile.dreamwood1Stairs.name
botania:dreamwood1slab:0, Dreamwood Plank Slab
botania:quartztypedark:0, Block of Smokey Quartz
botania:quartztypedark:1, Chiseled Smokey Quartz Block
botania:quartztypedark:2, Pillar Smokey Quartz Block
botania:quartzslabdarkhalf:0, Smokey Quartz Slab
botania:quartzstairsdark, tile.quartzStairsDark.name
botania:quartztypemana:0, Block of Mana Quartz
botania:quartztypemana:1, Chiseled Mana Quartz Block
botania:quartztypemana:2, Pillar Mana Quartz Block
botania:quartzslabmanahalf:0, Mana Quartz Slab
botania:quartzstairsmana, tile.quartzStairsMana.name
botania:quartztypeblaze:0, Block of Blaze Quartz
botania:quartztypeblaze:1, Chiseled Blaze Quartz Block
botania:quartztypeblaze:2, Pillar Blaze Quartz Block
botania:quartzslabblazehalf:0, Blaze Quartz Slab
botania:quartzstairsblaze, tile.quartzStairsBlaze.name
botania:quartztypelavender:0, Block of Lavender Quartz
botania:quartztypelavender:1, Chiseled Lavender Quartz Block
botania:quartztypelavender:2, Pillar Lavender Quartz Block
botania:quartzslablavenderhalf:0, Lavender Quartz Slab
botania:quartzstairslavender, tile.quartzStairsLavender.name
botania:quartztypered:0, Block of Redquartz
botania:quartztypered:1, Chiseled Redquartz Block
botania:quartztypered:2, Pillar Redquartz Block
botania:quartzslabredhalf:0, Redquartz Slab
botania:quartzstairsred, tile.quartzStairsRed.name
botania:quartztypeelf:0, Block of Elven Quartz
botania:quartztypeelf:1, Chiseled Elven Quartz Block
botania:quartztypeelf:2, Pillar Elven Quartz Block
botania:quartzslabelfhalf:0, Elven Quartz Slab
botania:quartzstairself, tile.quartzStairsElf.name
botania:quartztypesunny:0, Block of Sunny Quartz
botania:quartztypesunny:1, Chiseled Sunny Quartz Block
botania:quartztypesunny:2, Pillar Sunny Quartz Block
botania:quartzslabsunnyhalf:0, Sunny Quartz Slab
botania:quartzstairssunny, tile.quartzStairsSunny.name
botania:biomestonea:0, Metamorphic Forest Stone
botania:biomestonea:1, Metamorphic Plains Stone
botania:biomestonea:2, Metamorphic Mountain Stone
botania:biomestonea:3, Metamorphic Fungal Stone
botania:biomestonea:4, Metamorphic Swamp Stone
botania:biomestonea:5, Metamorphic Desert Stone
botania:biomestonea:6, Metamorphic Taiga Stone
botania:biomestonea:7, Metamorphic Mesa Stone
botania:biomestonea:8, Metamorphic Forest Cobblestone
botania:biomestonea:9, Metamorphic Plains Cobblestone
botania:biomestonea:10, Metamorphic Mountain Cobblestone
botania:biomestonea:11, Metamorphic Fungal Cobblestone
botania:biomestonea:12, Metamorphic Swamp Cobblestone
botania:biomestonea:13, Metamorphic Desert Cobblestone
botania:biomestonea:14, Metamorphic Taiga Cobblestone
botania:biomestonea:15, Metamorphic Mesa Cobblestone
botania:biomestoneb:0, Metamorphic Forest Stone Bricks
botania:biomestoneb:1, Metamorphic Plains Stone Bricks
botania:biomestoneb:2, Metamorphic Mountain Stone Bricks
botania:biomestoneb:3, Metamorphic Fungal Stone Bricks
botania:biomestoneb:4, Metamorphic Swamp Stone Bricks
botania:biomestoneb:5, Metamorphic Desert Stone Bricks
botania:biomestoneb:6, Metamorphic Taiga Stone Bricks
botania:biomestoneb:7, Metamorphic Mesa Stone Bricks
botania:biomestoneb:8, Chiseled Metamorphic Forest Stone Brick
botania:biomestoneb:9, Chiseled Metamorphic Plains Stone Brick
botania:biomestoneb:10, Chiseled Metamorphic Mountain Stone Brick
botania:biomestoneb:11, Chiseled Metamorphic Fungal Stone Brick
botania:biomestoneb:12, Chiseled Metamorphic Swamp Stone Brick
botania:biomestoneb:13, Chiseled Metamorphic Desert Stone Brick
botania:biomestoneb:14, Chiseled Metamorphic Taiga Stone Brick
botania:biomestoneb:15, Chiseled Metamorphic Mesa Stone Brick
botania:pavement:0, White Portuguese Pavement
botania:pavement:1, Black Portuguese Pavement
botania:pavement:2, Blue Portuguese Pavement
botania:pavement:3, Red Portuguese Pavement
botania:pavement:4, Yellow Portuguese Pavement
botania:pavement:5, Green Portuguese Pavement
botania:biomestonea0stairs, tile.biomeStoneA0Stairs.name
botania:biomestonea0slab:0, Metamorphic Forest Stone Slab
botania:biomestonea1stairs, tile.biomeStoneA1Stairs.name
botania:biomestonea1slab:0, Metamorphic Plains Stone Slab
botania:biomestonea2stairs, tile.biomeStoneA2Stairs.name
botania:biomestonea2slab:0, Metamorphic Mountain Stone Slab
botania:biomestonea3stairs, tile.biomeStoneA3Stairs.name
botania:biomestonea3slab:0, Metamorphic Fungal Stone Slab
botania:biomestonea4stairs, tile.biomeStoneA4Stairs.name
botania:biomestonea4slab:0, Metamorphic Swamp Stone Slab
botania:biomestonea5stairs, tile.biomeStoneA5Stairs.name
botania:biomestonea5slab:0, Metamorphic Desert Stone Slab
botania:biomestonea6stairs, tile.biomeStoneA6Stairs.name
botania:biomestonea6slab:0, Metamorphic Taiga Stone Slab
botania:biomestonea7stairs, tile.biomeStoneA7Stairs.name
